,label,label_desc,sentence,keywords
488,104,news_finance,委内瑞拉通胀率全球最高，飙升13779%，靠股市和比特币赚钱来对冲,"数字货币,连线,TheNational,比特币,委内瑞拉,委内瑞拉人,世界经济展望,Financial,通货膨胀率"
489,106,news_house,“19连跌”来了，怎样看待下跌的房价？,
491,107,news_car,玩乐就是态度！宝骏510“颜兽潮流街区”嗨翻郑州,"颜兽潮流街区,宝骏汽车,宝骏510,刘嘉亮,宝骏530,宝骏"
495,104,news_finance,陕西各领域产业搭乘“一带一路”高速列车驶向国际舞台,"陕西苹果,苹果,丝绸之路,一带一路,枢纽机场,西安咸阳国际机场,环境治理"
497,103,news_sports,快过300马力钢炮，厉害了！中国车！,"宝来,奇瑞,纽博格林北环赛道,瑞麒G5,柴油发动机"
500,101,news_culture,为什么茶会成为世界级的流行饮料？,
506,100,news_story,最火偷拍照：让人无法对这个世界死心,"胡夫,Peter,偷偷爱着你,一粒米,Emily"
507,104,news_finance,5.8黄金日内区间震荡行情分析及今日策略,"生命线,黄金,MA5,MA10,布林带"
508,103,news_sports,火箭第五场要赢球输盘-11.5,"对阵火箭,赛季报销,火箭,赢球,卢比奥"
509,103,news_sports,中国男篮退役之后转型最成功的球员有哪些？,
512,102,news_entertainment,是什么困住了我们的独立思考,"电影,血战钢锯岭,特立独行,拿来主义,独立思考"
514,106,news_house,唐山的房价还会降下来吗？,
516,101,news_culture,唐朝开国名将是谁？,
518,102,news_entertainment,清宫小太监，做对一事成慈禧眼前红人，做错一事被慈安太后弄死,"慈安太后,慈禧,安德海,慈禧太后,百家讲坛,小安子"
519,102,news_entertainment,蕾哈娜的好莱坞豪宅闯进盗贼，网友的反应却有点儿不人道！,"布莱尼,家暴事件,蕾哈娜,好莱坞,克里斯"
521,101,news_culture,素有“仙都”、“洞天之冠”和“天下第一福地”的美称一个地方,"周至县,蓝田县,终南山,长安区,太乙山"
522,101,news_culture,贺州樟木林镇，会成为旅游的重点区吗？,
524,101,news_culture,最美龙岩学院,"油画,龙岩学院"
528,102,news_entertainment,反mc船长和反mc教授是谁？,
530,106,news_house,为什么贾跃亭有钱拿地没钱还债？,
531,101,news_culture,隔着屏幕都能闻到香！“百家宴”凝聚舌尖上的邻里情,"百家宴,邻里节,饮食文化"
532,103,news_sports,阿兰高拉特“脚感冰凉”,"卡纳瓦罗,巴西,恒大,高拉特,上半场"
533,104,news_finance,阿里巴巴影业集团一年亏16个亿，马云却说，表现不错，继续烧钱！,"影业,战狼2,阿里,芳华,马云,唐人街探案2,喜欢你,傲娇与偏见,红海行动,阿里影业,淘票票,三生三世十里桃花,杀破狼贪狼,杀破狼：贪狼"
536,102,news_entertainment,范冰冰戛纳红毯成车祸现场 没精修过的范冰冰吓倒一众记者,"范冰冰,戛纳,牛鬼蛇神,红毯,范爷"
537,102,news_entertainment,云南某高校一对情侣，拍完毕业照就求婚，你怎么看？,
539,102,news_entertainment,《权力的游戏》琼恩雪诺为什么不骑龙，非要坚持打尸鬼？,"权力的游戏,龙母,囧雪,尸鬼"
542,107,news_car,全新众泰T600新消息曝光，今年年中上市！,"整体造型,众泰T600,新车,T600,T700"
544,101,news_culture,古龙先生作品中出现的60位绝顶高手，大家印象最深的是哪一位？,"古龙,三少爷的剑,兵器谱,绝代双娇,第一高手,萧十一郎,江小鱼,孤星传,剑客行,第一,大旗英雄传,情人箭,七种武器,白玉老虎,武林外史"
545,100,news_story,考“公”就是考“碗”？女子3年报考“公考”数十次,"铁饭碗,李小苓,公务员,公务员考试,王宇"
547,102,news_entertainment,中国当代青年的“归去来”,"王志文,许龄月,灵乌赋,刘江,现代启示录,刘江导演,现实主义,归去来"
550,103,news_sports,火箭前主教练麦克海尔说过:“卡佩拉是我见过唯一在球场都做笔记的球员”。你怎么看？,
551,104,news_finance,深圳市共进电子股份有限公司关于变更募集资金投资项目的公告,"上海证券交易所,有限合伙,募集资金管理制度,募集资金,五莲,变更募集资金投资项目,股东大会,山东闻,章程,募集,生物传感器,企业会计准则,技术研发"
552,102,news_entertainment,还珠格格：皇后娘娘来漱芳斋问罪，五阿哥和小燕子做了这两个动作,"皇后娘娘,漱芳斋,还珠格格第一部,阿哥,小燕子,小桂子"
556,107,news_car,普锐斯不再被列为“环保车”，英国要禁售油电混动车,"丰田普锐斯,丰田,英国,普锐斯,混动车辆"
558,104,news_finance,外贸风口大转向？抖音推介新品曝光度高，小采购商提涨明显,"施平,转口贸易,广交会,Facebook,采购商"
560,107,news_car,超千亿美元的全球废弃物市场，战争遗留物占大多数,"报废车,圣彼得堡,加利福尼亚,联邦快递,中国航空公司"
561,107,news_car,国内最受小朋友欢迎的C型房车，12.8万就能实现孩子的童话梦！,"小朋友,双人床,小房子,电磁炉,房车"
563,100,news_story,男子将女友头发剪掉，女友醒来大怒，称：不分手就报警,"看对眼,导火索,小房子,张小姐,东方网"
564,102,news_entertainment,《复联3》里竟然有三位同名的性感超级英雄，你会选谁？,"人物,复联3,小时代,美队,Hemsworth,超级英雄,复仇者联盟3,漫威"
566,101,news_culture,上联：微雨蒙蒙芳草渡，如何对下联？,
567,102,news_entertainment,你怎么看待乔欣鹿晗的鹿心夫妇和鹿晗迪丽热巴的陆地夫妇？,"陆地夫妇,傻狍子,鹿心夫妇,鹿晗,综艺节目"
568,102,news_entertainment,被甄嬛所威胁的摩格，为何不揭穿她跟允礼的私情？其中大有深意,"救命恩人,甄嬛,果郡王,允礼,摩格,甄嬛传"
570,102,news_entertainment,龙珠超战力排行是怎样的？,"孙悟空,龙珠超,贝吉塔,大神官,悟空,破坏神"
571,104,news_finance,OVM-DSI合力进军风电领域,"CORP,欧维姆,柳工,预应力,GmbH"
574,101,news_culture,段子手我只服这些名人，个个是运用语言的高手,"萧伯纳,钱钟书,鲁迅,中国当代文化名人录,歌德,毛姆"
576,107,news_car,中国带头冲锋电池之战 “外地和尚”来势汹汹抢水喝,"特斯拉,日本经济新闻,ModelY,CATL,动力电池,新能源,彭博商业周刊,比亚迪,新能源汽车"
580,106,news_house,无所谓天下第一村是不是债台高筑，还是多关注无锡华西村的美景吧,"天下第一,世界公园,山海关,无锡,华西村"
581,100,news_story,湘西赶尸之术，收徒有三条件，后两个太怪异！,"赶尸,尸体,魂归故里,赶尸匠,湘西赶尸"
582,101,news_culture,如何看待昆曲热？,
583,101,news_culture,七千年前的“零口姑娘”，竟是一个双性人，被族人群起杀死！,"双性人,母系社会,零口姑娘,碳十四,考古学家"
591,104,news_finance,董明珠是否能连任？从这件事情中可以看出端倪,"钛酸锂电池,格力电器,格力集团,新能源,董明珠,珠海银隆"
594,103,news_sports,刘伟解说乒乓球比赛的水平如何？,
597,101,news_culture,陕西古代有哪些有名的将军？,
598,100,news_story,千万别欺负比你弱的人，看看这一家，落井下石，报应来了,"小姑子,自私自利,占便宜,因果故事,亲戚"
599,102,news_entertainment,老人自称朱元璋后人，无偿捐出传承600年的朱元璋画像？,
602,103,news_sports,NBA西决畅想,"对攻大战,nba,西部决赛,火箭1,遭遇战"
605,101,news_culture,传统石小镇的新变化！,"小品石,蚌埠市,蚌埠,灵璧石,赏石"
607,103,news_sports,上联：一夜春风去，怎么对下联？,
608,101,news_culture,契丹是一个什么样的民族,"契丹,魏书,耶律阿保机,石敬瑭,匈奴,后汉书,旧五代史·契丹传,辽史,天龙八部,决狱法,耶律德光"
609,102,news_entertainment,蒋欣35岁生日晒“侧颜杀”美照 气质清纯不输赵丽颖,"欢乐颂,甄嬛传,华妃,赵丽颖,侧颜杀,生日快乐,蒋欣"
611,102,news_entertainment,《热血狂篮》华阳高校现“篮球杀手”！所到之处迷妹尖叫无数,"迷妹,热血狂篮"
612,107,news_car,大迈汽车2018年车主关爱服务活动倾情献礼,"售后服务,迈汽车,车主关爱,智能汽车"
613,102,news_entertainment,《复联3》上映在即，OnePlus6漫威复仇者联盟限量版或成最酷装备,"星球大战,OnePlus6漫威复仇者联盟限量版,复仇者联盟,复仇者联盟3 ：无限战争,漫威公司,一加手机,迪士尼"
614,103,news_sports,回顾火箭队交易克里斯-保罗,"火箭队,爵士队,保罗,NBA,贝弗利"
618,100,news_story,学会好好说话，比什么都重要,"大鹏,万金油,学会好好说话,学会好好,好好说话"
619,103,news_sports,曾经的腾讯一姐，如今在何方？,"NBA,腾讯"
620,107,news_car,阿尔法·罗密欧Mille Miglia一千英里耐力赛首冠90周年,"阿尔法·罗密欧Giulia,Giulia,老爷车,MilleMiglia,Stelvio,菲亚特,四叶草"
622,107,news_car,穷游女学生川藏线搭车，为何只偏爱货车老司机？,"司机,货车,川藏线"
626,107,news_car,父爱如山 母爱如树 生“儿”不凡 爱就“抖”出来,东南汽车
627,102,news_entertainment,天龙八部中的五位绿帽王,"王语嫣,白世镜,段延庆,段正淳,天龙八部,李秋水"
628,104,news_finance,有戏！FF91抵达中国，股价缩水39倍的乐视“翻身在即”？,"生物医药,孙宏斌,贾跃亭,特斯拉,上证50,MSCI,上证指数,乐视网,乐视,乐视体育"
631,102,news_entertainment,古巨基时隔七年红馆开唱，大方公开结婚原因，黄子华现身引骚动,"Lorraine,演唱会,恋无可恋,爱与诚,天才与白痴,草蜢,古巨基,Lonely,爱得太迟,劲歌金曲,黄子华,义海豪情,欢乐今宵,爱回家,心跳回忆"
632,104,news_finance,在农村有车、有五六十万存款算有钱吗？,
634,104,news_finance,看多逃顶主图源码分享，低吸机遇来提示,"AND,REF,EMA,CROSS,CLOSE"
635,104,news_finance,内蒙古这个旗“逆袭”了！国务院不但点名表扬，还要优先给补贴！,"荆门市,财政部,会昌县,肇源县,河间市"
636,103,news_sports,德甲大结局：拜仁6连冠，沙尔克、霍村、多特进欧冠,"霍芬海姆,纽伦堡,莱比锡,德甲,沙尔克04"
641,107,news_car,坡道定点起步与停车难点易错点分析及对策，要考试的必看！,"标志杆,离合刹车"
643,102,news_entertainment,为什么ktv前面都有个量贩？,
646,107,news_car,最具特色的十大古村落，仅在中国才能看到，绝无仅有！,"喀纳斯湖,自驾游,喀纳斯,福建土楼,哈尼族"
649,101,news_culture,《人性光辉之美━━中外音乐剧作品欣赏会》公益活动预告,"图兰朵,诗经·乐图,音乐剧,费加罗婚礼,游吟诗人,星海音乐学院,野火春风斗古城,室内乐,歌剧,马泽尔"
650,106,news_house,在邯郸生活，月入多少才能买房？,
651,102,news_entertainment,乒乓球员王浩女朋友也很漂亮，乒乓球员的女朋友都还不错,"乒乓球,乒乓球员,闫博雅,张继科,河海大学"
654,104,news_finance,当前农业新业态发展的阶段性特征,"社区支持农业,萌芽期,农业新业态发展,大数据,休闲农业"
655,104,news_finance,汇午报，你最关注的景德镇教育新闻,"高校招生,爱宠医生,新东方,职业教育,陈宝生,外语教学"
657,102,news_entertainment,刘诗诗出席某活动，网友：你这腿这样站着有点影响形象啊,"刘诗诗,刘诗诗出席"
658,107,news_car,日本老人的晚年生活,"丰田公司,日本"
661,102,news_entertainment,面对董卿的三次下跪采访你看到了什么？,
662,104,news_finance,如果美国国债达到一百万亿美元，美国会跨吗？,"房利美,美国,美国国债,国债,医疗保险"
666,100,news_story,轻松一刻：除了能找到我，你还能找得到什么？,"面膜,遥控器"
668,106,news_house,2018年，佛山的楼价会跌吗？,
669,104,news_finance,57岁农民，也想交养老保险十五年，每月领1300元的，可以补交吗？,"养老保险金,爱农帮,养老,补缴养老,保险"
670,101,news_culture,上联：父进士，子进士，父子进士，下联怎么接？,
671,104,news_finance,咨询研究公司Gartner：只有1%的企业使用区块链技术,"数字货币,区块链,比特币,Gartner,阿塞拜疆"
673,101,news_culture,瞻仰油山陈毅故居,
677,102,news_entertainment,深圳交警铁骑微电影上映,"深圳交警,最强大脑,微电影,铁骑,十里春风不如你"
679,100,news_story,老大爷7小时一个水果也没卖出去，偷偷留下眼泪，令人心酸的生活,"老大爷,大爷,葡萄"
688,101,news_culture,为什么道教始祖太上老君却排在三清之末？,"元始天尊,道德经,太上老君,灵宝天尊,道教,云笈七签,陶弘景,洞真大洞真经,真灵位业图"
690,107,news_car,换代和改款到底有什么区别？,
692,107,news_car,贾跃亭耗尽巨资研发的FF91终于发售？网友直呼：老贾要翻身？,"特斯拉,电动车,法拉第未来,FF91,贾跃亭"
695,103,news_sports,上港与鹿岛鹿角比赛中，武磊最后时刻射失5米的单刀球，你怎么看？,
697,103,news_sports,朱婷崴脚仍坎24分，瓦基弗3:2胜意甲晋级决赛，剑指冠军，你怎么看？,
699,102,news_entertainment,张杰谢娜真怒了！甚至不惜与节目撕破脸，发声明要求节目组道歉！,"张杰,真人秀,谢娜,偶像练习生,名师出高徒,创造101"
700,103,news_sports,网友说，火箭与勇士的差距就在勇士能够防住哈登，火箭防不住杜兰特，对此，你怎么看？,
701,106,news_house,家装效果图CP组合,
703,104,news_finance,孙正义放狠话：2018年最赚钱的5大行业，坚持一年财富自由,"孙正义,消费量,医疗器械,奶茶,冷链物流"
704,102,news_entertainment,谢娜在家是这个样子的，在外面立马角色转换，张杰反而没时间,"女强人,张杰,娱乐圈,好太太,谢娜"
706,103,news_sports,生涯从未获得过NBA总冠军的麦蒂，为何能入选名人堂？,"麦迪,名人堂,NBA,助攻,魔术"
708,102,news_entertainment,「奶头乐理论」｜我们将毁于我们热爱的东西,"奶头乐理论,边缘人,步步惊心,点击率,花边新闻"
710,102,news_entertainment,马天宇再晒外甥，小家伙眼睛都被蚊子咬肿了，他却乐得哈哈笑！,"放开我北鼻,三国机密,马天宇,外甥,外甥女"
